Submitted at,Country you live and work in,City,Gender,Your age,Your job title,JobTItle,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Years of relevant experience_grouped,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Annual Total Comp Range(SGD),Exclude,More than 1 row_jobtitle,Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
9/10/2024 7:38,Singapore,Singapore,Female,36 - 40,Senior UX Designer,Senior UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,2,3 to 5 years,Master's degree,No,,,,,,,No,SGD,Monthly,,"5,920","5,920",,,"76,960","76,960",60K-80K,,Y,"Health insurance, Flexible spending account",Large enterprise (MNC),Insurance,"1001 - 10,000",2-Oct,Yes,2 days on-site,
9/10/2024 7:56,Singapore,Singapore,Female,25 - 30,Product Designer,Product Designer,Full-time employee,Junior IC (Entry level),Product / UX design,3,6,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"4,200",,,,"50,400","50,400",30K-60K,,Y,"Flexible schedule, Meal subsidies, Health insurance, Onsite food / snacks",Start-up,Financial services,Nov-50,2-Oct,Yes,4 days on-site,
9/10/2024 8:34,Singapore,Singapore,Female,31 - 35,Senior UX Researcher,Senior UX Researcher,Full-time employee,Mid-level IC,Product / UX research,6,10,5 to 10 years,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"4,700","4,700",,500,"61,600","61,600",60K-80K,,Y,"Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Paid medical leave, Transport subsidies, Health insurance, Professional development, training, or learning fund, Onsite food / snacks, Flexible schedule",Agency / Consulting,Government & public services,201 - 1000,2-Oct,Yes,3 days on-site,
9/10/2024 8:52,Singapore,Singapore,Male,36 - 40,Senior UX researcher,Senior UX Researcher,Full-time employee,Senior IC,Product / UX research,8,10,5 to 10 years,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,SGD,Annual,"190,000",,"30,000","30,000","2,000","252,000","252,000",190K+,,Y,"Professional development, training, or learning fund, Wellness (gym, fitness, etc), Meal subsidies, Health insurance, Paid time off / vacation time, Onsite food / snacks, Dental insurance, Paid medical leave, Transport subsidies",Large enterprise (MNC),Financial services,"1001 - 10,000",51 - 100,Yes,Fully on-site,
9/10/2024 9:26,Indonesia,Jakarta,Male,25 - 30,UX design manager,UX design manager,Full-time employee,Manager,Product / UX design,5,5,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Annual,"240,000,000",,,,,"240,000,000","20,160",12K-22K,,Y,"Health insurance, Flexible schedule, Dental insurance",Large enterprise (MNC),Financial services,"1001 - 10,000",2-Oct,Yes,4 days on-site,
9/10/2024 9:40,Singapore,Singapore,Female,31 - 35,Head of Design,head of design,Full-time employee,Director / VP*,Design leadership and management,8,10,5 to 10 years,Master's degree,Yes,"Formal design education (Diploma, Degree..), In-person certified courses, Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,TRUE,TRUE,Yes,SGD,Monthly,,"15,000",,,,"180,000","180,000",120K-190K,,Y,"Budget for equipment or home office setup, Paid medical leave, Onsite food / snacks",Large enterprise (MNC),"Retail, wholesale & distribution","1001 - 10,000",2-Oct,Yes,2 days on-site,
9/10/2024 10:06,Singapore,Singapore,Female,36 - 40,Senior UX Designer,Senior UX Designer,Full-time employee,Senior IC,Product / UX design,15,15,Atleast 10 years,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"11,000",0,0,0,"132,000","132,000",120K-190K,,Y,"Flexible schedule, Allowance for flexible working arrangement (remote/co-working space), Professional development, training, or learning fund, Health insurance, Paid medical leave, Budget for equipment or home office setup, Dental insurance, Paid time off / vacation time",Agency / Consulting,"Technology, media & telecommunications",51 - 200,Nov-50,No,Fully remote,
9/10/2024 10:25,Malaysia,Kuala Lumpur,Female,41 - 45,VP Service Designer,VP Service Designer,Full-time employee,Director / VP*,Service Design,15,20,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses, In-person certified courses",TRUE,TRUE,FALSE,TRUE,TRUE,Yes,MYR,Monthly,,"20,000",,,,"240,000","72,745",45K-75K,,Y,"Health insurance, Professional development, training, or learning fund",Banking institution,Banking & capital markets,"1001 - 10,000",2-Oct,Not applicable,4 days on-site,
9/10/2024 12:10,Singapore,Singapore,Female,25 - 30,UI/UX Designer,UIUX Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,SGD,Monthly,,"7,300","8,000",,,"95,600","95,600",80K-120K,,Y,"Health insurance, Paid medical leave, dependent’s health insurance",Large enterprise (MNC),Banking & capital markets,"10,001 and above",Nov-50,Yes,3 days on-site,
9/10/2024 14:34,Singapore,Singapore,Female,31 - 35,UX Designer,UX Designer,Full-time employee,Mid-level IC,Product / UX design,7,7,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Annual,"137,000",,"22,000",,"3,600","162,600","162,600",120K-190K,,Y,"Health insurance, Paid medical leave, Professional development, training, or learning fund, Paid time off / vacation time",Large enterprise (MNC),Financial services,"10,001 and above",Team of 1,Yes,3 days on-site,
9/10/2024 15:03,Singapore,Singapore,Male,25 - 30,Associate Director,Associate Director,Full-time employee,Senior IC,Product / UX design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"7,950","13,000",,"3,500","111,900","111,900",80K-120K,,,"Professional development, training, or learning fund, Onsite food / snacks, Paid time off / vacation time, Health insurance, Paid medical leave",Start-up,Banking & capital markets,201 - 1000,2-Oct,Yes,4 days on-site,
9/10/2024 19:07,Singapore,Singapore,Female,31 - 35,Senior Product Designer,Senior Product Designer,Full-time employee,Senior IC,Product / UX design,6,8,5 to 10 years,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,SGD,Monthly,,"7,500","4,000",,,"94,000","94,000",80K-120K,,Y,,Start-up,"Transportation, hospitality & services",Nov-50,Team of 1,Yes,3 days on-site,
10/10/2024 0:42,Singapore,Singapore,Female,31 - 35,UX Designer,UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,8,Up to 3 years,Bachelor's degree,Yes,"Self-taught / informal / unstructured courses, Bootcamps (e.g. General Assembly)",FALSE,FALSE,TRUE,FALSE,TRUE,No,SGD,Monthly,,"5,500",,,,"66,000","66,000",60K-80K,,Y,"Paid medical leave, Paid time off / vacation time",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,Team of 1,Yes,4 days on-site,
10/10/2024 1:48,Malaysia,Kuala Lumpur,Female,25 - 30,Product Owner,Product Owner,Full-time employee,Mid-level IC,Product / UX design,4,6,3 to 5 years,Bachelor's degree,No,,,,,,,No,MYR,Monthly,,"7,000",,,,"84,000","25,461",25K-45K,,Y,Health insurance,Large enterprise (MNC),Banking & capital markets,"1001 - 10,000",2-Oct,Yes,Fully on-site,OCBC
10/10/2024 4:53,Singapore,Singapore,Female,31 - 35,Associate UX Designer,Associate UX Designer,Fixed term contractor,Junior IC (Entry level),Product / UX design,3,8,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"4,700",,,,"56,400","56,400",30K-60K,,Y,"Paid medical leave, Health insurance, Professional development, training, or learning fund, Onsite food / snacks, Flexible schedule",Government,Government & public services,"1001 - 10,000",2-Oct,Yes,2 days on-site,GovTech
10/10/2024 5:23,Singapore,Singapore,Female,18 - 24,Ux designer,UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,1,1,Up to 3 years,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,SGD,Monthly,,"4,500",200,,,"54,200","54,200",30K-60K,,Y,"Health insurance, Paid medical leave, Paid time off / vacation time, Flexible schedule, Onsite food / snacks, Professional development, training, or learning fund, Dental insurance, Allowance for flexible working arrangement (remote/co-working space)",Start-up,Financial services,Nov-50,2-Oct,Yes,3 days on-site,
10/10/2024 8:11,Singapore,Singapore,Male,31 - 35,Principal Product Designer,Principal product designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,12,12,Atleast 10 years,Bachelor's degree,No,,,,,,,Yes,SGD,Annual,"150,000",,"30,000",,,"180,000","180,000",120K-190K,,Y,"Health insurance, Flexible schedule, Paid time off / vacation time, Paid medical leave, Professional development, training, or learning fund",Start-up,Climate,51 - 200,2-Oct,Yes,2 days on-site,
10/10/2024 12:08,Singapore,Singapore,Male,41 - 45,Senior Product Designer,Senior Product Designer,Full-time employee,Senior IC,Product / UX design,7,16,5 to 10 years,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Annual,"96,000",,,,,"96,000","96,000",80K-120K,,Y,,Small-medium enterprise,Financial services,51 - 200,2-Oct,Yes,2 days on-site,
10/10/2024 13:29,Singapore,Singapore,Male,31 - 35,Product Design Manager,product design manager,Full-time employee,Manager,Product / UX design,10,10,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Annual,"114,000",,"10,000","18,000",,"142,000","142,000",120K-190K,,Y,"Health insurance, Paid medical leave, Dental insurance, Professional development, training, or learning fund",Small-medium enterprise,Consumer products,201 - 1000,Nov-50,Yes,4 days on-site,
11/10/2024 3:53,Vietnam,Hanoi,Male,18 - 24,UI/UX design,UIUX design,Full-time employee,Junior IC (Entry level),Visual / UI design,1,1,Up to 3 years,Bachelor's degree,No,,,,,,,No,VND,Monthly,,"7,000,000",,,,"84,000,000","4,452",1K-8K,,Y,Health insurance,Small-medium enterprise,Government & public services,Nov-50,Team of 1,Yes,Fully on-site,MH SOLUTION INTERNATIONAL TECHNOLOGY JOINT STOCK COMPANY
11/10/2024 3:54,Vietnam,Da Nang,Male,18 - 24,Product Designer,Product Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,VND,Monthly,,"44,000,000","44,000,000",,"20,000,000","592,000,000","31,376",31K-48K,,Y,"Paid medical leave, Health insurance, Dental insurance, Flexible spending account, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Transport subsidies",Start-up,Financial services,51 - 200,2-Oct,No,Fully remote,
11/10/2024 4:03,Singapore,Singapore,Female,25 - 30,UI/UX Designer,UIUX Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,SGD,Monthly,,"6,000",,,,"72,000","72,000",60K-80K,,Y,"Health insurance, Onsite food / snacks, Internet / mobile phone subsidies, Paid time off / vacation time",Start-up,Health care,51 - 200,Team of 1,Yes,4 days on-site,
11/10/2024 4:03,Vietnam,Da Nang,Male,25 - 30,UX UI Designer,UX UI Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,3 to 5 years,Diploma,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses, Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",TRUE,TRUE,TRUE,FALSE,TRUE,No,VND,Monthly,,"17,700,000","20,000,000",,,"232,400,000","12,317",8K-13K,,Y,"Professional development, training, or learning fund, Budget for equipment or home office setup, Onsite food / snacks, Allowance for flexible working arrangement (remote/co-working space), Health insurance, Paid time off / vacation time",Large enterprise (MNC),"Technology, media & telecommunications",201 - 1000,Nov-50,No,4 days on-site,
11/10/2024 5:10,Vietnam,Ho Chi Minh City,Female,31 - 35,Product designer,Product Designer,Full-time employee,Mid-level IC,Product / UX design,5,10,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), In-person certified courses",TRUE,FALSE,FALSE,TRUE,FALSE,No,VND,Monthly,,"40,000,000","70,000,000",,,"550,000,000","29,150",13K-31K,,Y,"Paid time off / vacation time, Health insurance",Large enterprise (MNC),Health care,"1001 - 10,000",Nov-50,Yes,2 days on-site,WebMD Healthcare Services
11/10/2024 5:59,Vietnam,Ho Chi Minh City,Male,18 - 24,Product Designer,Product Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,3 to 5 years,Diploma,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,No,VND,Monthly,,"20,000,000","20,000,000",,,"260,000,000","13,780",13K-31K,,Y,"Meal subsidies, Allowance for flexible working arrangement (remote/co-working space), Health insurance, Paid time off / vacation time, Internet / mobile phone subsidies, Transport subsidies",Start-up,Blockchain,51 - 200,2-Oct,No,Fully on-site,
11/10/2024 7:01,Vietnam,Ho Chi Minh City,Female,25 - 30,Product Designer,Product Designer,Full-time employee,Mid-level IC,Product / UX design,2,2.7,Up to 3 years,Not applicable,Yes,"Bootcamps (e.g. General Assembly), In-person certified courses, Self-taught / informal / unstructured courses, Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,TRUE,TRUE,No,VND,Monthly,,"18,500,000","18,500,000",,"4,800,000","245,300,000","13,001",13K-31K,,Y,"Flexible schedule, Internet / mobile phone subsidies, Onsite food / snacks, Paid time off / vacation time, Wellness (gym, fitness, etc), Paid medical leave",Large enterprise (MNC),Industrial products & construction,Nov-50,Team of 1,No,Fully on-site,
11/10/2024 7:07,Vietnam,Hanoi,Female,31 - 35,Product Designer,Product Designer,Full-time employee,Senior IC,Product / UX design,2,2,Up to 3 years,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,VND,Monthly,,"28,000,000",,,,"336,000,000","17,808",13K-31K,,Y,"Health insurance, Onsite food / snacks, Flexible schedule",Start-up,Financial services,Nov-50,Team of 1,Yes,1 day on-site,
11/10/2024 7:23,Vietnam,Ho Chi Minh City,Female,31 - 35,UX Designer,UX Designer,Full-time employee,Mid-level IC,Product / UX design,9,9,5 to 10 years,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,VND,Monthly,,"60,000,000","50,000,000",,,"770,000,000","40,810",31K-48K,,Y,"Flexible schedule, Paid time off / vacation time, Health insurance",Small-medium enterprise,Financial services,201 - 1000,2-Oct,No,3 days on-site,
11/10/2024 7:58,Vietnam,Ho Chi Minh City,Male,18 - 24,UI/UX Intern,UIUX Intern,Full-time employee,Junior IC (Entry level),Visual / UI design,0.5,2,Up to 3 years,Diploma,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,VND,Monthly,,"5,000,000",,,,"60,000,000","3,180",1K-8K,,Y,"Professional development, training, or learning fund",Start-up,"Block Chain, Web 3, Move 2 Earn",Nov-50,2-Oct,Yes,Fully on-site,
11/10/2024 8:21,Singapore,Singapore,Female,25 - 30,Product designer,Product Designer,Full-time employee,Junior IC (Entry level),Product / UX design,4,5,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,FALSE,No,SGD,Annual,"68,000",,"17,000",,"3,000","88,000","88,000",80K-120K,,Y,"Wellness (gym, fitness, etc), Health insurance, Flexible schedule, Budget for equipment or home office setup, Paid time off / vacation time, Professional development, training, or learning fund, Allowance for flexible working arrangement (remote/co-working space)",Large enterprise (MNC),Banking & capital markets,"10,001 and above",101 and above,Yes,2 days on-site,
11/10/2024 9:01,Vietnam,Ho Chi Minh City,Female,25 - 30,Product Designer,Product Designer,Full-time employee,Mid-level IC,Product / UX design,5,5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), In-person certified courses, Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,TRUE,TRUE,Yes,VND,Monthly,,"54,000,000","30,000,000",,"20,000,000","698,000,000","36,994",31K-48K,,Y,"Transport subsidies, Wellness (gym, fitness, etc), Flexible schedule, Paid time off / vacation time, Onsite food / snacks, Paid medical leave, Health insurance, Professional development, training, or learning fund, Budget for equipment or home office setup",Start-up,"Technology, media & telecommunications",51 - 200,2-Oct,Yes,2 days on-site,
11/10/2024 9:36,Malaysia,Kuala Lumpur,Female,18 - 24,Product Designer,Product Designer,Full-time employee,Mid-level IC,Product / UX research,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,MYR,Monthly,,"6,100",,,,"73,200","22,187",20K-25K,,Y,"Paid medical leave, Flexible spending account, Health insurance, Budget for equipment or home office setup, Paid time off / vacation time",Small-medium enterprise,Banking & capital markets,201 - 1000,2-Oct,Yes,2 days on-site,
11/10/2024 11:28,Vietnam,Ho Chi Minh City,Female,36 - 40,Design Lead,Design Lead,Full-time employee,Head of department / Senior leadership,Design leadership and management,8,12,5 to 10 years,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,VND,Monthly,,"57,000,000","120,000,000",,,"804,000,000","42,612",31K-48K,,Y,Health insurance,Agency / Consulting,"Technology, media & telecommunications",51 - 200,Nov-50,Yes,Fully remote,
